max_length_id,min_length_id,num_rows,num_ids,num_start_station_id,num_start_station_name,num_end_station_id,num_end_station_name,num_rideable_type,num_member_types,num_null_member_casual,num_null_ride_id,num_null_rideable_type,num_null_started_at,num_null_ended_at,num_null_start_station_name,num_null_start_station_id,num_null_end_station_name,num_null_end_station_id,num_null_start_lat,num_null_start_lng,num_null_end_lat,num_null_end_lng,num_null_ride_length,num_null_day_of_week,min_ride_dur,max_ride_dur
16,16,5719877,5719877,1516,1592,1520,1597,3,2,0,0,0,0,0,875716,875848,929202,929343,0,0,6990,6990,0,0,-16656,98489
